,발생시간,메세지,경도,위도,고속도로,콘존ID,방향
2242,2017-01-28,경부고속도로 안성JC북측(경부선본선) 안성휴게소 4차로 승용차 관련사고 45차로 통제 중  교통사고 주의운전,127.137064750803,37.0447860468175,경부고속도로,"['0010CZS470', '0010CZE470', 23.0142345492973, 23.0142345492973]",0
2243,2017-01-28,잠원로 경부고속도로-올림픽대 올림픽대로램프(2) 1차로 주의운전  -,127.008928028877,37.5174634041942,경부고속도로,"['0010CZS522', '0010CZE522', 0.7837024979571732, 0.7837024979571732]",0
2244,2017-01-29,경부고속도로 한남방향 달래네고개->양재나들목 승용차관련 3차로 후미지체 교통사고 서울청,127.047241367104,37.455900077929,경부고속도로,"['0010CZS505', '0010CZE505', 0.38447169178429597, 0.38447169178429597]",0
2245,2017-01-29,경부고속도로 한남방향 달래네고개->양재나들목 버스-승용차관련 12차로 후미지체 교통사고 서울청,127.047265160114,37.4558246538865,경부고속도로,"['0010CZS505', '0010CZE505', 0.38937987110455335, 0.38937987110455335]",0
2246,2017-01-29,경부고속도로 대전터널 대전터널 1차로 269.8 Km (대전터널 방향) 후미6km 지체. 교통사고 승용차관련 추돌사고,127.467977805821,36.3483552058457,경부고속도로,"['0010CZS470', '0010CZE470', 80.64466042279511, 80.64466042279511]",0
2247,2017-01-29,경부고속도로 양재IC 서초IC 2차로 정체 교통사고 서울청,127.03982105568,37.4637007054065,경부고속도로,"['0010CZS505', '0010CZE505', 0.5922370406032922, 0.5922370406032922]",0
2248,2017-01-29,경부고속도로 양재IC 서초IC 2차로 지체 고장 차량 서울청,127.028881222362,37.4760390186353,경부고속도로,"['0010CZS510', '0010CZE510', 0.4551111589877678, 0.4551111589877678]",0
2249,2017-01-31,경부고속도로 (판교방향) 서초IC->양재IC 5차로 고장 차량 서울청,127.036035458661,37.4674364489969,경부고속도로,"['0010CZS510', '0010CZE510', 0.2725093500861634, 0.2725093500861634]",0
2250,2017-01-31,신반포로23길 경부고속도로-올림픽대 올림픽대로램프(2) 1차로 주의운전 차량고장 -,127.0046494866,37.5130335763595,경부고속도로,"['0010CZS522', '0010CZE522', 1.2746925638218298, 1.2746925638218298]",0
2251,2017-02-01,경부고속도로 서울방향 서초IC 반포IC 4차로 후미정체 주의운행 고장 차량 서울청,127.021572424296,37.4954654777159,경부고속도로,"['0010CZS520', '0010CZE520', 0.4032162899828162, 0.4032162899828162]",0
2252,2017-02-02,경부고속도로 서초IC 양재IC 4차로 정체 주의운전 교통사고 서울청,127.03306019568,37.4705988636461,경부고속도로,"['0010CZS510', '0010CZE510', 0.12051774150606852, 0.12051774150606852]",0
